,tweet_text,keyword
11994,"I figure if I’m gonna be a mess I might as well be a HOT MESS#dumphim #garbage 

: @creepslabyrinth @ Austin, Texas https://instagram.com/p/CeRrq9LJITB/?igshid=YTgzYjQ4ZTY=…",hot
12074,Accident in #Austin on Wells Br Pky east of Thermal Dr #ATXtraffic http://bit.ly/10BGKax,thermal
12098,Accident cleared in #Austin on Wells Br Pky east of Thermal Dr #ATXtraffic http://bit.ly/10BGKax,thermal
12361,@redhotlp69,hot
12386,"This just in GLOW ON THE GO#NuSkin now available for purchase at #BetterBronze. Preorder yours today when you book your next tanning session.  #LifeIsBetterBronze #SummerVibes
#GlowOnTheGo #TanExtender @ Austin, Texas https://instagram.com/p/CeUiVeZlpEj/?igshid=YTgzYjQ4ZTY=…",glow
12503,Hahaha I think she was cold. She's always had that thick coat too keep her warm,warm
12521,"Popeyes - Pflugerville, Texas - The customer service was horrible the drive thru girl was rude and kept rushing us to finish our order and wouldn’t let us talk. I Ordered my foo... Food Poisoning https://iwaspoisoned.com/i/xNREDag #popeyes #diarrhea #nausea #vomiting #cramps",cramps
12601,"With the heater I’m on, plate now owes me a security deposit",heat
12607,"H-E-B - Austin, Texas - Every single time I eat the peanut butter-filled pretzels, I get abdominal cramping and diarrhea. Food Poisoning https://iwaspoisoned.com/i/jNJ9Reg #heb #diarrhea #cramps",cramps
12757,"Coaches understand the importance of being there…no matter how old school some maybe…they will show up work in rain or sunshine…Coordinator, head and assistants coaches to assist! 
@pfisd
 @phspanthersb
 @PF_HighFootball
 @PVillePower
 @PfvilleHoops
 @PflugervilleVB
 @PFHSBASEBALL_",sunshine
12889,We in a music drought bad.,drought
12977,"Made it home safely and slightly damp 
That second mile though. 
#fuweather",weather
13040,"So you see a man destroyed by his granddaughter among 20 others being slaughtered at the hands of a person who easily acquired the weapon with the capability to do so at such a high and fast rate, and this is the stance you immediately choose to make?

Psychotic hill to die on.",hot
13125,Lost me at “you don’t watch hockey” who gives a fuck only Hockey fans think that’s a sick gate keeping burn,burn
13130,it’s sort of hot out,hot
13166,Lmao I said “It’s hot AF” at the end. https://twitter.com/JamieBarriento/status/1532913996491276289…,hot
13184,"We encourage you to stay hydrated and seek shade when needed. 

 #HookEm",shade
13233,"Brief Ump show in Austin as 
@TFaltine
 gets pegged (3rd Texas batter of the game) and tempers are hot. Both coaches are nearly tossed.

#HookEm 
#RoadToOmaha",hot
13237,"Second inning in the books and 
@TexasBaseball
 leads 
@LATechBSB
 1-0 as 
@DouglasHodo
 goes down swinging to end the 2nd inning.

Things are heating up at the Disch!

#HookEm 
#RoadToOmaha",heat
13277,The WORRRRST. Greazzy ass sweatband and shit ,sweat
13281,Sweating both because it’s hot and because Texas sports just have to be stressful. LET’S GO BOYS!!! ,hot
13385,"Thanks Aunt Joy for inviting us to cool off at her pool this weekend!   More triple digit heat is expected this week in Texas. #txwx #texas #pooldays #beatingtheheat @ Austin, Texas https://instagram.com/p/CebHN-judnl/?igshid=YTgzYjQ4ZTY=…",heat
13388,Sunday sunrise selfie!  Join us live on KVUE now until 9 a.m. for a look at your toasty forecast and local news headlines!,toast
13401,Went to queerbomb last night and it was truly wonderful seeing so much queer joy but alas this was my energy level because Texas is hot and I’m in my mid-thirties,hot
13531,somebody better tell me i’m hotter than hoochie coochie or else,hot
13613,"with the blood sweat and tears i’ve put into the service industry in my lifetime, my epitaph should just be “86 abbi”",sweat
13714,"#whileiwalk #goodmorningsunshine I love this Monday!!!! #thejoyofhoy @ Austin, Texas Y'all https://instagram.com/p/CedqOQvuCuX/?igshid=YTgzYjQ4ZTY=…",sunshine
13805,"@SED28__
 @Gharionhawthor1",hawt
13908,"Landed for AVM Austin with 
@AlgoFoundation
 and  
@consensus2022
. Thank you for the warm  welcome Austin! Looking forward to meet the #AlgoFam too.",warm
13955,"With the Wx getting so warm 
@h_ackerman
 decided to cool it down for dinner tonight w/ Chilled Pesto Orzo atop mixed greens w/ white balsamic vinaigrette  
#orzo #salad #pesto #italianfood @ Austin, Texas https://instagram.com/p/CefH9uJNuGJ/?igshid=YTgzYjQ4ZTY=…",warm
13961,"Christ it's hot here.
Enjoying it before I go back to the frozen tundra.",hot
14061,"Wait! I know it's going to be Dante hot in Austin this week, but this morning weather (85F), blue sky, and breeze beats Houston!!",hot
14098,"Uzun zamandır burayı güncellemiyordum. Bugün Austin'de nehir kenarında çok güzel bir mekandan çalışıyorum. Hava sıcak ama gölge ve nehrin serinliği epey ferahlatıyor 

Kahve: Draft Latte 
Internet: Hotspot ",hot
14127,It’s hot y’all so we are serving up something lighter this week for our food special Fried chicken wrap  #blacksheeplodge #southlamaratx @ Black Sheep Lodge,hot
14196,"Can confirm we would not. Appreciate you, 
@blakeahawthorne
!",hawt
14236,I don’t have my hot tub swim spa yet but at least I have my travel gnome and it’s patriotic! @ St. Charles Distillery https://instagram.com/p/Cehn4ybsgnO/?igshid=YTgzYjQ4ZTY=…,hot
14451,"Day 3!!! Our campers of the day killed it in soccer tennis, shooting and 6v6 drills!! This Texas heat is no match for our hard working vipers",heat
14473,I’m in the shade,shade
14477,"Riding out the heat wave in my white linen. @ Austin, Texas https://instagram.com/p/CejiUbvp90g/?igshid=YTgzYjQ4ZTY=…",heat
14498,"We’re still goofing off, it’s hot out 
@jmeta
 @Swag_Stakepool
 @amw7
 @ADAFrog_Pool",hot
14518,"We then took the scenic route home through Wimberley and Driftwood, avoiding I-35. It was a great drive with nice weather and not too much traffic!",weather
14623,The oasis on lake travis! Beautiful lake view  안녕하세요 망그루비 PM 디디예요! 회사 출장으로 #consensus2022 에 참가하게 되어서 오스틴에 와있습니다. #블록체인 #DeFi #Web3 #NFTs 공부 많이 해올께요!,oasis
14669,"Chillin in the heat with 
@cryptomanran
 at Cardano #Consensus2022 ",heat
14740,"Back Day Shine! ...or as my Friend's say: 
""He doesn't sweat he Glistens!""
•
•
•
#backday #work #fit @ Big Tex Gym",glisten
14807,"Camp Season | Coach Life 

#HEATT",heat
14874,“Desert with one s” by Max Kulchinsky & Squibs,desert
14890,"Here's the next 7 days in #AustinTx stay cool people. This heat is no joke  #TrippleDigitWeather #TexasHeat @ Austin, Texas https://instagram.com/p/Cel8Tl7rjPG/?igshid=YTgzYjQ4ZTY=…",heat
14901,Catching this summer glow in Austin!,glow
14916,"It's been a hot minute since we played at @thesaxonpub so were super pumped to get back over there! 

#austinmusicscene @ Austin, Texas",hot
14920,Hey guys due to the severe heat wave this weekend we will be postponing our Puppy Pool Party for the safety of the doggos New date coming soon! Stay safe out there  #puppypoolparty #haymakeraustin #postponed,heat
14925,That #Water hits a lil different in this #TexasHeat #BartonSprings 68° cold water @ Barton Springs Pool,heat
14963,"The heat is on ….. #hotweekend #theheatison #hellosummer @ Pflugerville, Texas https://instagram.com/p/CemPfnflALe/?igshid=YTgzYjQ4ZTY=…",heat
14966,"Super hot in Texas40 degree 
With more high-tech companies like Tesla moving in, it has almost become a small #SiliconValley 
Graffiti can be found everywhere , heard of TDL you must try here : Texas hold'em& BBQ 
Projects and VCs DM for #Consensus2022  let's have a Meetup",degree
14981,"Thursday night 
@djkavika
 at @thirstysatx 10pm on #6thstreet #dj #musicvideodj #hiphop #party #dance #beats #djlife #newmusic #instagood #soundcloud #funnyvideos @ Thirsty's",thirst
14985,Humidity isn’t too bad but it’s scorching hot. . My phone was in my pants pocket and gave me this alert.,hot
14994,It’s hot y’all! Come get a $3 frozen margarita to cool down #thursdayspecial #blacksheeplodge #southlamaratx #summertime #austintexas @ Black Sheep Lodge,hot
15062,"Got a few new beers for y’all to try on this hot summer evening. Brewed to perfection in Salado and cooled to a chilly 28 degrees here! 
@barrowbeer",degree
15100,"Your heart will heal, your tears will dry, your season will change…",dry
15131,Que cada momento cuente! Las maravillas de los tonos de un atardecer.. recuerda la magia en la creación!!  #lilivela #tumejoryo #eligeatufavor #eleden #momentos @ The Oasis Restaraunt And Bar https://instagram.com/p/Cem8St0MV1L/?igshid=YTgzYjQ4ZTY=…,oasis
15167,"It all starts and ends here.

My God it's hot ",hot
15185,"Happy Friday y’all! 

We hope you have a great weekend. Please be careful it’s going to be a HOT, HOT, HOT weekend. 

JOIN US! We’re on until 7am.  WATCH: http://cbsaustin.com/live | 
@AllisonMillerTV",hot
15248,"Happy Friday y’all! Come play with the pups at Onion Creek and enjoy this beautiful weather and some yummy treats! @ Austin, Texas https://instagram.com/p/CeoQH15OqdQ/?igshid=YTgzYjQ4ZTY=…",weather
15280,"Friday, June 10, 2022 

Gigafactory Texas 24/7 

Texas ModelY looks hot.",hot
15311,"When it’s this hot outside, ya gotta switch up your fetch game. #taylorhowlisonswift #barkingsprings  #atx #canwegetsomeacinhere @ Barton Springs/Zilker park https://instagram.com/p/CeohDLMFWvlk0djQ423gBOQO4qK89y0oqV23us0/?igshid=YTgzYjQ4ZTY=…",hot
15405,So hot in my car my glasses steamed up,hot
15500,"My stage/audience for this afternoon’s set at the Assisted Living Facility
It's ALL show biz Baby!!
#showbiz #assistedliving #glitz #glam #marshallamps #takamine #nathan2k #fknhot @ North Austin",hot
15537,#recuerdos #trail #backinshape #chef #ATX #hot #summeritshere #summer #mexican #sobrevivire @ Easton Park,hot
15552,"Another ice cold drink luge on a hot Texas night! #fullspectrumice #thinkoutsidetheblocks #brrriliant #icesculpture @ Austin, Texas https://instagram.com/p/CepSq88F24C/?igshid=YTgzYjQ4ZTY=…",hot
15566,"The 
@BlockchainAssn
 is proud to be the Official 'After Party' Sponsor of our ""sister organization"" 
@CoinCenter
's Annual Dinner! Tonight's event remains the hottest ticket in town, year after year at #Consensus | 
@valkenburgh
 @HaileyLennonBTC
 @twobitidiot
 @NeerajKA
 @CraigSalm
 #btc",hot
15569,"hot crypto club onboarding 
@nothingnyc",hot
15724,"the 
@mosolabs
 indoor and outdoor 
@helium
 5G hotspots look outstanding",hot
15771,So great to get back to @uchikoaustin #chef counter and see so many familiar faces and meet new ones #sommchat #fish #madai #kenmadai #kurodai #tuna #uni #hotatesushi #sushi #austin @ Uchiko,hot
15790,"@MetaQuestVR
  please look at the picture on my profile the ball of white energy should line up with your data somewhere somehow users are able to view what we're doing and I can see there shimmer in real-time here in wellsbranch TX maybe through a snap chat ghost portal",shimmer
15792,Hot morning walk but beautiful view!,hot
15817,"Just bc I know how mad some of y’all get seeing ppl workout in their kicks  

I’m not lying when I say my gym BRINGS THE HEAT  #yoursneakersaredope #sneakersandsweat #stoppocketwatching #kotd #wdywt",heat
15825,Well standing in line or a bright sunny morning!! Will I be charred before I get to eat the meat? ,sunny
15911,"A heat advisory is in effect all day because it’s really damn hot.

We will have free cold Gatorade while it lasts at our tent next to 
@circlebrew
 starting at about 5pm, so check in for hydration and then pop inside for an ice cold brew before tonight’s match!

#AustinFC",heat
15927,"Cathode footers progressing nicely, the solar “T“ has commenced, and a wonderfully busy Saturday at Giga Texas! #Tesla #GigaTexas #ModelY",solar
15931, #ERBC #Dusty,dusty
15936,"@zz_Locks
 came in hot with the drip ",hot
15956,"Do all y’all recall 5 yrs ago when we gathered all the supporters in their finest English Kits for that 1st #AustinSoccer Footgolf Tourney?!

“Austin is a Soccer City” 

And though it’s awfully hot for we invite you to 7th Annual Austin Soccer Gala : https://eventbee.com/v/2022-austin-soccer-foundation-awards-gala-7142022-from-630-1000-pm/event?eid=285400103#/tickets…",hot
15997,It's a scorcher out here!,scorcher
16001,It’s hot out here,hot
16012,Enjoying our very warm Saturday time.  #friends #love #family @ Taverna Pizzeria and Risotteria https://instagram.com/p/CertP__MMSMKsjgMWkVkRbVetq9BPCF6RGo1U00/?igshid=YTgzYjQ4ZTY=…,warm
16039,"@fortress
.xyz hosting a cool #afterparty on a hot #Austin night! #fullspectrumice #thinkoutsidetheblocks #brrriliant #custom #icesculpture #blockchain @ Austin, Texas",hot
16067,"I was enjoying some sparkling water when my ex walked in @fogo   #FamousThot @ Austin, Texas https://instagram.com/p/Cer8QwSOJxF/?igshid=YTgzYjQ4ZTY=…",hot
16225,Steak & Parmesan Fried Egg on this HOT Texas Sunday. #bigdrefoodieforlife,hot
16235,"What an amazing week and final day the future looks bright #Consensus2022 
@CoinDesk
 next year will be in April 26 when it’s not 109 degrees here in Austin",degree
16299,"Thanks #Austin #Texas for an #educational #hot week  @ Austin, Texas",hot
16301,Too hot for this lovely now. @ Anne's Embroidery https://instagram.com/p/Cet3Sy8lJhv/?igshid=YTgzYjQ4ZTY=…,hot
16315,I legit am unwell. My body is struggling big time with this heat. I may be forced to anchor sports shirtless tonight.,heat
16334," 41’C weather You gotta love ice cream  if you live in Texas.  Кстати, к такой погоде привыкаешь. Когда температура спускается до 34-35 прямо чувствуется, что холодает. @ Austin, Texas",weather
16380,Toasty out there. #atxwx #austinweather,toast
16383,"Well, at least it’s not as hot as the grill. @ Austin, Texas",hot
16413,way do my parents make me train in the heat,heat
16416,"Day 18 - curly hair routine
Austin is too humid today. So putting it up for once.

Checking out the #TGQ event at Butterfly Bar/ The Vortex.",humid
16503,Accident in #Austin on Wells Br Pky at Thermal Dr #ATXtraffic http://bit.ly/10BGKax,thermal
16663,"I had seen Floyd 
@FloydMayweather
 whip a lot of ass, this was the fight where I said… “Floyd just made Chico Corrales look like a golden gloves fighter. Floyd is going to be pound for pound one of the greatest for a LONG TIME.” The list continued on after this.",weather
16724,"What flavors you got on your menu. Is it a buffet, a serve yourself type oget together. Should I bring on of them checkered table cloths I tend to make a sticky mess with q gourmet lollipop like yourself.",sticky
16726,Monday like an oven on the !! Cool #Bluegrass to #BeatTheHeat!! @TheBluegrassOutfit at @RadioCoffeeAndBeer til 10PM!! #RespectArtistry #Priceless #BluegrassNight #BestOngoingResidency @ Radio Coffee & Beer,heat
